ID,name,organism,desc,source
MER0000705,dipeptidyl-peptidase I,Rattus norvegicus,[C01.070]#C01A#{peptidase unit: 229-459},CATC_RAT
MER0000706,chymopapain,Carica papaya,[C01.002]#C01A#{peptidase unit: 135-350},PAP2_CARPA
MER0000707,caricain,Carica papaya,[C01.003]#C01A#{peptidase unit: 134-348},PAP3_CARPA
MER0000709,stem bromelain,Ananas comosus,[C01.005]#C01A#{peptidase unit: 2-211},BROM_ANACO
MER0000717,calotropain,Calotropis sp.,[C01.011]#C01A#{peptidase unit: 2-14},CAL1_CALGI
MER0000718,calpamodulin,Homo sapiens,[C02.971]#C02A#{peptidase unit: 51-326},CAN6_HUMAN
MER0000719,peptidase 1,mite,,
MER0000727,bleomycin hydrolase,yeast,,
MER0000728,aminopeptidase C,Lactococcus lactis,[C01.086]#C01B#{peptidase unit: 1-424},PEPC_LACLC
MER0000732,calpain C,Gallus gallus,[C02.003]#C02A#{peptidase unit: 78-330},CANX_CHICK
MER0000748,poliovirus-type picornain 3C,,[C03.001]#C03A#{peptidase unit: 1564-1745},POLG_POL1M
MER0000751,Coxsackievirus-type picornain 3C,,[C03.011]#C03A#{peptidase unit: 1541-1723},POLG_COXB3
MER0000756,human rhinovirus 14-type 3C peptidase,,[C03.013]#C03A#{peptidase unit: 1538-1719},POLG_HRV14
MER0000757,At3g21280,Arabidopsis thaliana,,
MER0000766,enterovirus picornain 2A,,[C03.020]#C03B#{peptidase unit: 882-1030},POLG_POL1M
MER0000770,calpain-1,Homo sapiens,[C02.001]#C02A#{peptidase unit: 85-337},CAN1_HUMAN
MER0000781,rhinovirus picornain 2A,,[C03.021]#C03B#{peptidase unit: 849-996},POLG_HRV2
MER0000783,Theiler's murine encephalomyelitis virus picornain 3C,,[C03.010]#C03C#{peptidase unit: 1637-1818},POLG_TMEVB
MER0000784,cowpea mosaic comovirus-type picornain 3C,,[C03.003]#C03D#{peptidase unit: 948-1155},VGNB_CPMV
MER0000787,grapevine fanleaf-type nepovirus picornain 3C,,[C03.004]#C03H#{peptidase unit: 1245-1461},POL1_GFLV
MER0000789,tomato black ring virus-type picornain,,[C03.025]#C03H#{peptidase unit: 1231-1441},POL1_TBRVS
MER0000793,Ornithogalum mosaic virus NIa peptidase,,[C04.005]#C04#{peptidase unit: 121-365},POLG_OMV
MER0000794,potato virus Y-type NIa peptidase,,[C04.002]#C04#{peptidase unit: 2030-2274},POLG_PVYN
MER0000795,Johnson grass mosaic virus NIa peptidase,,[C04.011]#C04#{peptidase unit: 1990-2233},JGMVVPS
MER0000798,tobacco vein mottling virus-type NIa peptidase,,[C04.003]#C04#{peptidase unit: 2000-2242},POLG_TVMV
MER0000799,tobacco etch virus NIa peptidase,,[C04.004]#C04#{peptidase unit: 2036-2279},POLG_TEV
MER0000802,adenain,,[C05.001]#C05#{peptidase unit: 1-204},ADEN_ADE02
MER0000812,hepatitis C virus peptidase 2,,[C18.001]#C18#{peptidase unit: 810-1026},POLG_HCV1
MER0000815,potato virus Y-type helper component peptidase,,[C06.001]#C06#{peptidase unit: 276-824},POLG_PVYN
MER0000819,barley yellow mosaic virus-type helper component peptidase,,[C06.002]#C06#{peptidase unit: 1-255},POL2_BAYMJ
MER0000821,chestnut blight fungus virus p29 peptidase,,[C07.001]#C07#{peptidase unit: 1-248},YHA1_CRYPA
MER0000822,chestnut blight fungus virus p48 peptidase,,[C08.001]#C08#{peptidase unit: 271-418},POLB_CHPVU
MER0000823,sindbis virus-type nsP2 peptidase,,[C09.001]#C09#{peptidase unit: 969-1347},POLN_SINDV
MER0000828,equine encephalitis alphavirus nsP2 peptidase,,[C09.002]#C09#{peptidase unit: 960-1328},POLN_EEVVT
MER0000831,clostripain,Clostridium histolyticum,[C11.001]#C11A#{peptidase unit: 51-526},CLOS_CLOHI
MER0000832,ubiquitinyl hydrolase-L1,Homo sapiens,[C12.001]#C12#{peptidase unit: 1-223},UBL1_HUMAN
MER0000836,ubiquitinyl hydrolase-L3,Homo sapiens,[C12.003]#C12#{peptidase unit: 4-230},UBL3_HUMAN
MER0000840,ubiquitinyl hydrolase UCH-D,Drosophila melanogaster,[C12.008]#C12#{peptidase unit: 2-226},UCHL_DROME
MER0000841,ubiquitinyl hydrolase-YUH1,Saccharomyces cerevisiae,[C12.002]#C12#{peptidase unit: 6-235},UBL1_YEAST
MER0000843,"legumain, trematode-type",Schistosoma japonicum,[C13.007]#C13#{peptidase unit: 27-285},HGLB_SCHJA
MER0000845,legumain,plant beta form,,
MER0000852,caspase-1,Rattus norvegicus,[C14.001]#C14A#{peptidase unit: 119-402},I1BC_RAT
MER0000853,caspase-3,Homo sapiens,[C14.003]#C14A#{peptidase unit: 10-277},CASP3_HUMAN
MER0000854,CED-3 peptidase,Caenorhabditis elegans,[C14.002]#C14A#{peptidase unit: 203-498},CED3_CAEEL
MER0000855,caspase-2,Mus musculus,[C14.006]#C14A#{peptidase unit: 167-449},CASP2_MOUSE
MER0000859,murine hepatitis coronavirus papain-like peptidase 1,,[C16.001]#C16A#{peptidase unit: 1083-1332},R1A_CVMJH
MER0000860,avian infectious bronchitis coronavirus papain-like peptidase,,[C16.005]#C16B#{peptidase unit: 1425-1672},VGF1_IBVB
MER0000862,Doa4 ubiquitin peptidase,Saccharomyces cerevisiae,[C19.005]#C19#{peptidase unit: 524-926},UBP4_YEAST
MER0000863,ubiquitin-specific peptidase 6,Homo sapiens,[C19.009]#C19#{peptidase unit: 696-1578},UBP32_HUMAN
MER0000864,Ubp1 ubiquitin peptidase,Saccharomyces cerevisiae,[C19.002]#C19#{peptidase unit: 63-749},UBP1_YEAST
MER0000865,Ubp2 ubiquitin peptidase,Saccharomyces cerevisiae,[C19.003]#C19#{peptidase unit: 698-1268},UBP2_YEAST
MER0000866,Ubp3 ubiquitin peptidase,Saccharomyces cerevisiae,[C19.004]#C19#{peptidase unit: 422-912},UBP3_YEAST
MER0000867,Fat facets protein,Drosophila melanogaster,[C19.007]#C19#{peptidase unit: 1630-2073},FAF_DROME
MER0000869,ComC peptidase,Bacillus subtilis,[A24.019]#A24A#{peptidase unit: 93-243},LEP4_BACSU
MER0000870,type 4 prepilin peptidase 1,Pseudomonas aeruginosa,[A24.001]#A24A#{peptidase unit: 50-281},LEP4_PSEAE
MER0000876,gspO g.p.,Escherichia coli,,
MER0000879,tymovirus peptidase,,[C21.001]#C21#{peptidase unit: 773-874},POLR_TYMVC
MER0000883,feline calicivirus 3C-like peptidase,,[C24.002]#C24#{peptidase unit: 1083-1231},POLN_FCVC6
MER0000885,pepsin A,Homo sapiens,[A01.001]#A01A#{peptidase unit: 63-388},PEPA_HUMAN
MER0000894,gastricsin,Homo sapiens,[A01.003]#A01A#{peptidase unit: 61-388},PEPC_HUMAN
MER0000901,pepsin F,Oryctolagus cuniculus,[A01.051]#A01A#{peptidase unit: 61-388},PEPF_RABIT
MER0000903,pregnancy-associated glycoprotein 2,Bos taurus,[A01.089]#A01A#{peptidase unit: 55-376},PAG2_BOVIN
MER0000904,chymosin,Bos taurus,[A01.006]#A01A#{peptidase unit: 61-381},CHYM_BOVIN
MER0000907,embryonic pepsin,Gallus gallus,,
MER0000911,cathepsin D,Homo sapiens,[A01.009]#A01A#{peptidase unit: 66-410},CATD_HUMAN
MER0000914,asp-3 g.p.,Caenorhabditis elegans,,
MER0000915,renin-2,Mus musculus,[A01.008]#A01A#{peptidase unit: 70-401},RENS_MOUSE
MER0000917,renin,Homo sapiens,[A01.007]#A01A#{peptidase unit: 73-406},RENI_HUMAN
MER0000921,penicillopepsin,Penicillium janthinellum,[A01.011]#A01A#{peptidase unit: 5-323},PENP_PENJA
MER0000922,rhizopuspepsin,Rhizopus microsporus,[A01.012]#A01A#{peptidase unit: 73-392},CARP_RHICH
MER0000928,endothiapepsin,Cryphonectria parasitica,[A01.017]#A01A#{peptidase unit: 93-418},CARP_CRYPA
MER0000929,mucorpepsin,Rhizomucor miehei,[A01.013]#A01A#{peptidase unit: 76-424},CARP_RHIMI
MER0000931,canditropsin,Candida tropicalis,[A01.037]#A01A#{peptidase unit: 54-384},CARP_CANTR
MER0000932,candidapepsin SAP2,Candida albicans,[A01.060]#A01A#{peptidase unit: 50-387},CAR2_CANAL
MER0000933,candidapepsin SAP3,Candida albicans,[A01.061]#A01A#{peptidase unit: 52-387},CAR3_CANAL
MER0000934,candidapepsin SAP5,Candida albicans,[A01.063]#A01A#{peptidase unit: 70-407},CAR5_CANAL
MER0000935,candidapepsin SAP6,Candida albicans,[A01.064]#A01A#{peptidase unit: 70-407},CAR6_CANAL
MER0000936,candidapepsin SAP7,Candida albicans,[A01.065]#A01A#{peptidase unit: 206-577},CAR7_CANAL
MER0000937,candidapepsin SAP4,Candida albicans,[A01.062]#A01A#{peptidase unit: 69-406},CAR4_CANAL
MER0000938,Sapp2p peptidase,Candida parapsilosis,,
MER0000939,candiparapsin,Candida parapsilosis,[A01.038]#A01A#{peptidase unit: 56-392},CAR1_CANPA
MER0000940,polyporopepsin,Polyporus tulipiferae,[A01.019]#A01A#{peptidase unit: 4-333},CARP_POLTU
MER0000941,saccharopepsin,Saccharomyces cerevisiae,[A01.018]#A01A#{peptidase unit: 78-405},CARP_YEAST
MER0000943,Sxa1 peptidase,Schizosaccharomyces pombe,,
MER0000944,cathepsin E,Homo sapiens,[A01.010]#A01A#{peptidase unit: 61-396},CATE_HUMAN
MER0000948,yapsin-1,Saccharomyces cerevisiae,[A01.030]#A01A#{peptidase unit: 63-478},YAP3_YEAST
MER0000949,phytepsin,Hordeum vulgare,"[A01.020]#A01A#{peptidase unit: 76-315, 424-508}",ASPR_HORVU
MER0000960,bovine immunodeficiency virus retropepsin,,[A02.005]#A02A#{peptidase unit: 476-575},POL_BIV29
MER0000963,Visna lentivirus-type retropepsin,,[A02.006]#A02A#{peptidase unit: 42-139},POL_VILV
MER0000964,calpain-2,Homo sapiens,[C02.002]#C02A#{peptidase unit: 75-327},CAN2_HUMAN
MER0000965,feline immunodeficiency virus retropepsin,,[A02.007]#A02A#{peptidase unit: 46-153},POL_FIVT2
MER0000968,human endogenous retrovirus K retropepsin,Homo sapiens,[A02.011]#A02A#{peptidase unit: 5-106},VPK9_HUMAN
MER0000969,Mason-Pfizer leukemia virus retropepsin,,[A02.009]#A02A#{peptidase unit: 167-269},VPRT_MPMV
MER0000970,mouse mammary tumor virus retropepsin,,[A02.010]#A02A#{peptidase unit: 165-266},VPRT_MMTVB
MER0000972,Rous sarcoma virus retropepsin,,[A02.015]#A02X#{peptidase unit: 583-700},GAG_RSVP
MER0000975,intracisternal A-particle retropepsin,Mus musculus,[A02.016]#A02A#{peptidase unit: 674-775},GAG_IPMA
MER0000981,bovine leukemia virus retropepsin,,[A02.013]#A02A#{peptidase unit: 48-159},VPRT_BLVJ
MER0000984,simian T-cell lymphotropic virus retropepsin,,[A02.018]#A02X#{peptidase unit: 452-561},PRO_HTLV2
MER0000987,cauliflower mosaic virus-type peptidase,,[A03.001]#A03A#{peptidase unit: 40-130},NP_056728
MER0000991,nodavirus peptide lyase,,[N01.001]#N01#{peptidase unit: 1-407},COAT_FHV
MER0000995,sedolisin,Pseudomonas sp. 101,[S53.001]#S53#{peptidase unit: 216-585},PICP_PSESR
MER0000996,physarolisin II,Physarum polycephalum,[S53.008]#S53#{peptidase unit: 33-356},Q94704
MER0000997,aminopeptidase N,Homo sapiens,[M01.001]#M01#{peptidase unit: 301-517},AMPN_HUMAN
MER0001001,alanyl aminopeptidase,bacterial-type,,
MER0001003,aminopeptidase N,actinomycete-type,,
MER0001005,lysyl aminopeptidase,bacteria,,
MER0001009,Ape2 aminopeptidase,Saccharomyces cerevisiae,[M01.006]#M01#{peptidase unit: 374-585},APE2_YEAST
MER0001010,Aap1' aminopeptidase,Saccharomyces cerevisiae,[M01.007]#M01#{peptidase unit: 237-443},AAP1_YEAST
MER0001012,aminopeptidase A,Homo sapiens,[M01.003]#M01#{peptidase unit: 304-520},AMPE_HUMAN
MER0001013,leukotriene A4 hydrolase,Homo sapiens,[M01.004]#M01#{peptidase unit: 209-451},LKHA4_HUMAN
MER0001017,aminopeptidase-1,Caenorhabditis-type,,
MER0001019,angiotensin-converting enzyme peptidase unit 2,Homo sapiens,[M02.004]#M02#{peptidase unit: 641-1258},ACE_HUMAN
MER0001021,At5g38200,Arabidopsis thaliana,,
MER0001024,pseudolysin,Pseudomonas aeruginosa,[M04.005]#M04#{peptidase unit: 201-493},ELAS_PSEAE
MER0001025,stearolysin,Geobacillus stearothermophilus,[M04.018]#M04#{peptidase unit: 230-548},THER_BACST
MER0001026,thermolysin,Bacillus thermoproteolyticus,[M04.001]#M04#{peptidase unit: 233-548},THER_BACTH
MER0001029,neutral peptidase B,Bacillus subtilis,[M04.012]#M04#{peptidase unit: 224-538},NPRB_BACSU
MER0001032,bacillolysin,Bacillus subtilis,[M04.014]#M04#{peptidase unit: 222-521},NPRE_BACSU
MER0001039,Msp peptidase,Legionella-type,,
MER0001043,vibriolysin,Vibrio proteolyticus,[M04.003]#M04#{peptidase unit: 202-499},NPRV_VIBPR
MER0001045,Prt1 peptidase,Pectobacterium carotovorum,,
MER0001047,Mpl peptidase,Listeria sp.,,
MER0001049,mycolysin,Streptomyces cacaoi,[M05.001]#M05#{peptidase unit: 206-550},MYCO_STRCI
MER0001050,neprilysin,Homo sapiens,[M13.001]#M13#{peptidase unit: 52-750},NEP_HUMAN
MER0001054,Kell blood-group peptidase,Homo sapiens,[M13.090]#M13#{peptidase unit: 72-732},KELL_HUMAN
MER0001056,endothelin-converting enzyme 1,Bos taurus,[M13.002]#M13#{peptidase unit: 78-754},ECE1_BOVIN
MER0001058,oligopeptidase O1,Lactococcus lactis,[M13.004]#M13#{peptidase unit: 1-626},PEPO_LACLC
MER0001059,oligopeptidase O3,Streptococcus gordonii,[M13.005]#M13#{peptidase unit: 1-564},YSC6_STRGC
MER0001060,snapalysin,Streptomyces lividans,[M07.001]#M07#{peptidase unit: 43-227},AAA26805
MER0001063,matrix metallopeptidase-1,Homo sapiens,[M10.001]#M10A#{peptidase unit: 98-276},MMP1_HUMAN
MER0001067,matrix metallopeptidase-13,Mus musculus,[M10.013]#M10A#{peptidase unit: 103-283},MM13_MOUSE
MER0001068,matrix metallopeptidase-3,Homo sapiens,[M10.005]#M10A#{peptidase unit: 98-279},MM03_HUMAN
MER0001072,matrix metallopeptidase-10,Homo sapiens-type,,
MER0001075,matrix metallopeptidase-11,Homo sapiens,[M10.007]#M10A#{peptidase unit: 94-274},MMP11_HUMAN
MER0001077,membrane-type matrix metallopeptidase-1,Homo sapiens,[M10.014]#M10A#{peptidase unit: 108-301},MMP14_HUMAN
MER0001080,matrix metallopeptidase-2,Homo sapiens,"[M10.003]#M10A#{peptidase unit: 108-214, 397-461}",MM02_HUMAN
MER0001084,matrix metallopeptidase-8,Homo sapiens,[M10.002]#M10A#{peptidase unit: 97-275},MM08_HUMAN
MER0001085,matrix metallopeptidase-9,Homo sapiens,"[M10.004]#M10A#{peptidase unit: 105-211, 398-458}",MM09_HUMAN
MER0001090,matrix metallopeptidase-12,Mus musculus,[M10.009]#M10A#{peptidase unit: 91-272},MMP12_MOUSE
MER0001092,matrix metallopeptidase-7,Homo sapiens,[M10.008]#M10A#{peptidase unit: 94-267},MM07_HUMAN
MER0001094,plant matrixin,Glycine max,[M10.012]#M10A#{peptidase unit: 132-305},MEP1_SOYBN
MER0001096,serralysin,Serratia marcescens,[M10.051]#M10B#{peptidase unit: 69-243},PRZN_SERMA
MER0001097,aeruginolysin,Pseudomonas aeruginosa,[M10.056]#M10B#{peptidase unit: 75-236},APRA_PSEAE
MER0001098,peptidase B,Erwinia-type,,
MER0001099,peptidase C,Erwinia-type,,
MER0001101,peptidase A,Erwinia-type,,
MER0001102,peptidase G,Erwinia-type,,
MER0001103,gametolysin,Chlamydomonas reinhardtii,[M11.001]#M11#{peptidase unit: 184-638},GLE_CHLRE
MER0001104,astacin,Astacus astacus,[M12.001]#M12A#{peptidase unit: 56-243},ASTA_ASTFL
MER0001105,choriolysin H,Oryzias latipes,[M12.007]#M12A#{peptidase unit: 85-276},HCE2_ORYLA
MER0001107,choriolysin L,Oryzias latipes,[M12.006]#M12A#{peptidase unit: 79-269},LCE_ORYLA
MER0001108,meprin alpha subunit,Mus musculus,[M12.002]#M12A#{peptidase unit: 71-256},MEPA_MOUSE
MER0001113,procollagen C-peptidase,Homo sapiens,[M12.005]#M12A#{peptidase unit: 127-317},BMP1_HUMAN
MER0001114,avian-type hatching enzyme,Coturnix coturnix,[M12.324]#M12A#{peptidase unit: 1-183},ASTL_COTJA
MER0001115,hatching enzyme,Xenopus-type,,
MER0001121,tolloid,Drosophila melanogaster,[M12.010]#M12A#{peptidase unit: 143-335},TLD_DROME
MER0001122,blastula protease 10,Paracentrotus,,
MER0001123,SpAN g.p.,Strongylocentrotus purpuratus,,
MER0001124,ruberlysin,Crotalus ruber,[M12.150]#M12B#{peptidase unit: 1-202},HRT2_CRORU
MER0001125,adamalysin,Crotalus adamanteus,[M12.141]#M12B#{peptidase unit: 1-203},ADAM_CROAD
MER0001126,atrolysin C,Crotalus atrox,[M12.144]#M12B#{peptidase unit: 191-393},HRTD_CROAT
MER0001127,trimerelysin II,Trimeresurus flavoviridis,[M12.155]#M12B#{peptidase unit: 1-201},HR2_TRIFL
MER0001128,trimerelysin IIA,Trimeresurus flavoviridis,[M12.156]#M12B#{peptidase unit: 191-392},HR2A_TRIFL
MER0001129,trimerelysin I,Trimeresurus flavoviridis,[M12.154]#M12B#{peptidase unit: 192-394},HR1B_TRIFL
MER0001130,fibrolase,Agkistrodon contortrix,[M12.133]#M12B#{peptidase unit: 1-203},FIBR_AGKCO
MER0001131,mutalysin II,Lachesis muta,[M12.162]#M12B#{peptidase unit: 1-200},HRL2_LACMU
MER0001132,kistomin,Calloselasma rhodostoma,,
MER0001133,graminelysin,Trimeresurus gramineus,,
MER0001134,russellysin,Daboia russellii,[M12.158]#M12B#{peptidase unit: 7-205},A42972
MER0001135,mucrolysin,Protobothrops mucrosquamatus,[M12.157]#M12B#{peptidase unit: 193-392},VM2T3_PROMU
MER0001137,atrolysin E,Crotalus atrox,[M12.145]#M12B#{peptidase unit: 189-389},HRTE_CROAT
MER0001138,jararhagin,Bothrops jararaca,[M12.138]#M12B#{peptidase unit: 153-355},DISJ_BOTJA
MER0001139,ADAM10 peptidase,Bos taurus,[M12.210]#M12B#{peptidase unit: 202-456},AD10_BOVIN
MER0001143,ADAM3 protein,rodent-type,,
MER0001144,ADAM1 peptidase,Cavia porcellus,[M12.201]#M12B#{peptidase unit: 241-439},Q60410
MER0001146,ADAM11 protein,Homo sapiens,[M12.976]#M12B#{peptidase unit: 235-438},ADA11_HUMAN
MER0001149,thimet oligopeptidase,Rattus norvegicus,[M03.001]#M03A#{peptidase unit: 2-687},MEPD_RAT
MER0001153,saccharolysin,Saccharomyces cerevisiae,[M03.003]#M03A#{peptidase unit: 19-712},PRTD_YEAST
MER0001156,mitochondrial intermediate peptidase,Saccharomyces cerevisiae,[M03.006]#M03A#{peptidase unit: 59-772},PMIP_YEAST
MER0001158,peptidyl-dipeptidase Dcp,Escherichia coli,[M03.005]#M03A#{peptidase unit: 2-681},DCP_ECOLI
MER0001161,oligopeptidase A,Salmonella typhimurium,[M03.004]#M03A#{peptidase unit: 1-680},OPDA_SALTY
MER0001163,oligopeptidase F,Lactococcus lactis,[M03.007]#M03B#{peptidase unit: 290-571},PEF1_LACLC
MER0001164,immune inhibitor A peptidase,Bacillus sp.,,
MER0001165,leishmanolysin,Leishmania major,[M08.001]#M08#{peptidase unit: 101-602},GP63_LEIMA
MER0001172,collagenase V,Clostridium histolyticum,,
MER0001173,IgA1-specific metallopeptidase,Streptococcus sanguinis,[M26.001]#M26#{peptidase unit: 530-1878},Q59986
MER0001174,tentoxilysin,Clostridium tetani,[M27.001]#M27#{peptidase unit: 117-457},TETX_CLOTE
MER0001176,bontoxilysin,Clostridium botulinum,[M27.002]#M27#{peptidase unit: 118-450},BXB_CLOBO
MER0001182,hyicolysin,Staphylococcus hyicus,[M30.001]#M30#{peptidase unit: 102-438},SHPI_STAHY
MER0001185,Y105E8A.a g.p.,obs.,,
MER0001186,carboxypeptidase Taq,Thermus aquaticus,[M32.001]#M32#{peptidase unit: 1-511},CTAQ_THEAQ
MER0001189,carboxypeptidase A3,Rattus norvegicus,[M14.010]#M14A#{peptidase unit: 108-417},NP_062173
MER0001190,carboxypeptidase A1,Homo sapiens,[M14.001]#M14A#{peptidase unit: 111-419},CBPA1_HUMAN
MER0001191,carboxypeptidase A1,Bos taurus,[M14.001]#M14A#{peptidase unit: 111-419},CBPA_BOVIN
MER0001193,carboxypeptidase B2,Homo sapiens,[M14.009]#M14A#{peptidase unit: 112-423},Q15114
MER0001196,carboxypeptidase B,Bos taurus,[M14.003]#M14A#{peptidase unit: 1-306},CBPB_BOVIN
MER0001198,carboxypeptidase N,Homo sapiens,[M14.004]#M14B#{peptidase unit: 15-340},CBPN_HUMAN
MER0001202,carboxypeptidase E,Bos taurus,[M14.005]#M14B#{peptidase unit: 42-475},CBPE_BOVIN
MER0001205,carboxypeptidase M,Homo sapiens,[M14.006]#M14B#{peptidase unit: 12-313},CBPM_HUMAN
MER0001207,silver protein domain 2,Drosophila melanogaster,,
MER0001212,carboxypeptidase T,Thermoactinomyces vulgaris,[M14.007]#M14A#{peptidase unit: 97-415},CBPT_THEVU
MER0001214,insulysin,Homo sapiens,[M16.002]#M16A#{peptidase unit: 44-235},IDE_HUMAN
MER0001218,Ste23 peptidase,Saccharomyces cerevisiae,[M16.008]#M16A#{peptidase unit: 54-265},STE23_YEAST
MER0001219,Axl1 peptidase,Saccharomyces cerevisiae,[M16.007]#M16A#{peptidase unit: 4-222},AXL1_YEAST
MER0001220,nardilysin,Rattus norvegicus,[M16.005]#M16A#{peptidase unit: 222-428},NRDC_RAT
MER0001222,pitrilysin,Escherichia coli,[M16.001]#M16A#{peptidase unit: 24-232},ABE08671
MER0001223,pqqF protein,Klebsiella pneumoniae,[M16.006]#M16A#{peptidase unit: 1-192},PQQF_KLEPN
MER0001229,mitochondrial processing peptidase beta-subunit,Saccharomyces cerevisiae,[M16.003]#M16B#{peptidase unit: 30-245},MPPB_YEAST
MER0001233,PqqL protein,Escherichi coli,,
MER0001235,leucine aminopeptidase 3,Bos taurus,[M17.001]#M17#{peptidase unit: 33-519},AMPL_BOVIN
MER0001236,PepA aminopeptidase,Escherichia coli,[M17.003]#M17#{peptidase unit: 15-501},AMPA_ECOLI
MER0001238,At2g24200,Arabidopsis thaliana,,
MER0001240,ZK353.6,Caenorhabditis elegans,,
MER0001243,methionyl aminopeptidase 1,Escherichia-type,,
MER0001244,aminopeptidase P,bacteria,,
MER0001246,hCG2041332,Homo sapiens,,
MER0001248,Xaa-Pro dipeptidase,eukaryote-type,,
MER0001250,Xaa-Pro dipeptidase,bacteria-type,,
MER0001255,aminopeptidase I,Saccharomyces cerevisiae,[M18.001]#M18#{peptidase unit: 46-514},AMPL_YEAST
MER0001260,membrane dipeptidase,Homo sapiens,[M19.001]#M19#{peptidase unit: 17-385},DPEP1_HUMAN
MER0001265,dipeptidase AC,Acinetobacter calcoaceticus,[M19.003]#M19#{peptidase unit: 1-315},YPQR_ACICA
MER0001266,glutamate carboxypeptidase,Pseudomonas sp.,[M20.001]#M20A#{peptidase unit: 23-415},CBPG_PSES6
MER0001269,Gly-Xaa carboxypeptidase,Saccharomyces cerevisiae,[M20.002]#M20A#{peptidase unit: 78-575},CBPS_YEAST
MER0001271,aminoacylase,Homo sapiens,[M20.973]#M20A#{peptidase unit: 1-402},ACY1_HUMAN
MER0001272,DapE peptidase,Escherichia coli,"[M20.010]#M20A#{peptidase unit: 1-174, 284-375}",DAPE_ECOLI
MER0001273,acetylornithine deacetylase ArgE,Escherichia coli,"[M20.974]#M20A#{peptidase unit: 1-176, 291-383}",CAR19151
MER0001281,beta-lytic metallopeptidase,Achromobacter lyticus,[M23.001]#M23A#{peptidase unit: 196-374},PRLB_ACHLY
MER0001282,staphylolysin,Pseudomonas aeruginosa,[M23.002]#M23A#{peptidase unit: 190-369},LASA_PSEAE
MER0001283,Xaa-His dipeptidase,Escherichia coli,[M20.007]#M20C#{peptidase unit: 2-485},YP_668201
MER0001284,aminopeptidase Ap1,Vibrio proteolyticus,[M28.002]#M28E#{peptidase unit: 148-401},AMPX_VIBPR
MER0001285,aminopeptidase T,Thermus aquaticus,[M29.001]#M29#{peptidase unit: 1-408},AMPT_THEAQ
MER0001287,aminopeptidase II,Bacillus-type,,
MER0001288,aminopeptidase Y,Saccharomyces cerevisiae,[M28.001]#M28A#{peptidase unit: 273-509},APE3_YEAST
MER0001289,YwaD peptidase,Bacillus subtilis,[M28.009]#M28F#{peptidase unit: 168-438},YWAD_BACSU
MER0001290,IAP aminopeptidase,Escherichia coli,[M28.005]#M28C#{peptidase unit: 1-345},Q1R7T8
MER0001292,gpr peptidase,Bacillus megaterium,[A25.001]#A25#{peptidase unit: 17-371},GPR_BACME
MER0001293,sporulation factor SpoIIGA,Bacillus subtilis,[A36.001]#A36#{peptidase unit: 148-309},SP2G_BACSU
MER0001295,C-terminal processing peptidase-1,Escherichia coli,[S41.001]#S41A#{peptidase unit: 354-535},PRC_ECOLI
